review,bigram,n,total
114,so well,1,82
114,struths and,1,82
114,suspenseful i,1,82
114,the blonde,1,82
114,the hole,1,82
114,the jumping,1,82
114,the other,1,82
114,thing down,1,82
114,thought the,1,82
114,to jaws,1,82
114,tour of,1,82
114,v suspenseful,1,82
114,was a,1,82
114,was excellent,1,82
114,was way,1,82
114,water was,1,82
114,way realistic,1,82
114,well made,1,82
114,with struths,1,82
114,without going,1,82
114,would compare,1,82
116,10 film,1,135
116,10 out,1,135
116,a 10,1,135
116,a backdrop,1,135
116,a foodie,1,135
116,acting is,1,135
116,actual choosing,1,135
116,and babette's,1,135
116,and choice,1,135
116,and know,1,135
116,and of,1,135
116,and preparation,1,135
116,and should,1,135
116,and sophistication,1,135
116,and taste,1,135
116,anglais really,1,135
116,anyone with,1,135
116,are authentic,1,135
116,as a,1,135
116,authentic and,1,135
116,babette's menu,1,135
116,back to,1,135
116,backdrop for,1,135
116,be seen,1,135
116,be this,1,135
116,behind their,1,135
116,best is,1,135
116,bigoted people,1,135
116,brain and,1,135
116,but for,1,135
116,but i,1,135
116,by anyone,1,135
116,cafe anglais,1,135
116,choice of,1,135
116,choosing and,1,135
116,completely natural,1,135
116,could be,1,135
116,course the,1,135
116,cuisine well,1,135
116,despite themselves,1,135
116,do know,1,135
116,don't know,1,135
116,end where,1,135
116,ending there,1,135
116,enough brain,1,135
116,establishments and,1,135
116,ever seen,1,135
116,exists i,1,135
116,feast i,1,135
116,film and,1,135
116,finest movies,1,135
116,foodie the,1,135
116,for me,1,135
116,for some,1,135
116,friendship is,1,135
116,have ever,1,135
116,have spent,1,135
116,hiding behind,1,135
116,i do,1,135
116,i don't,1,135
116,ignorant bigoted,1,135
116,in paris,1,135
116,is a,1,135
116,is completely,1,135
116,is one,1,135
116,isolation the,1,135
116,know but,1,135
116,know of,1,135
116,know the,1,135
116,me as,1,135
116,meal mellows,1,135
116,mellows them,1,135
116,menu and,1,135
116,movies i,1,135
116,natural but,1,135
116,not the,1,135
116,of 10,1,135
116,of course,1,135
116,of similar,1,135
116,of wines,1,135
116,one of,1,135
116,only ending,1,135
116,or not,1,135
116,out of,1,135
116,paris and,1,135
116,people hiding,1,135
116,perfect meal,1,135
116,preparation of,1,135
116,really exists,1,135
116,religion a,1,135
116,scenery the,1,135
116,seen by,1,135
116,seen the,1,135
116,should be,1,135
116,similar establishments,1,135
116,some wordliness,1,135
116,sophistication the,1,135
116,spent time,1,135
116,stark scenery,1,135
116,taste to,1,135
116,the acting,1,135
116,the actual,1,135
116,the best,1,135
116,the cafe,1,135
116,the cuisine,1,135
116,the end,1,135
116,the feast,1,135
116,the finest,1,135
116,the ignorant,1,135
116,the isolation,1,135
116,the only,1,135
116,the perfect,1,135
116,the stark,1,135
116,their religion,1,135
116,them back,1,135
116,themselves the,1,135
116,there could,1,135
116,time in,1,135
116,to friendship,1,135
116,to understand,1,135
116,understand it,1,135
116,well whether,1,135
116,where despite,1,135
116,whether or,1,135
116,wines are,1,135
116,with enough,1,135
116,wordliness and,1,135
129,a better,1,208
129,a good,1,208
129,a lot,1,208
129,a point,1,208
129,a really,1,208
129,a well,1,208
129,a whole,1,208
129,a wonderful,1,208
129,a you,1,208
129,about but,1,208
129,about how,1,208
129,about the,1,208
129,actually believable,1,208
129,actually has,1,208
129,agree about,1,208
129,anchorman in,1,208
129,and roeper's,1,208
129,and yet,1,208
129,any cameos,1,208
129,are going,1,208
129,are out,1,208
129,at when,1,208
129,be a,1,208
129,be disappointed,1,208
129,be said,1,208
129,believable that,1,208
129,best movies,1,208
129,better put,1,208
129,bunch of,1,208
129,but i,1,208
129,but this,1,208
129,cameos in,1,208
129,contains a,1,208
129,day or,1,208
129,definitely something,1,208
129,definitely think,1,208
129,department but,1,208
129,did a,1,208
129,did in,1,208
129,didn't see,1,208
129,disappointed just,1,208
129,do for,1,208
129,don't really,1,208
129,ebert and,1,208
129,ebert on,1,208
129,enough story,1,208
129,find this,1,208
129,for the,1,208
129,found out,1,208
129,get laughed,1,208
129,going to,1,208
129,good enough,1,208
129,good it,1,208
129,good movie,1,208
129,has a,1,208
129,have nothing,1,208
129,have seen,1,208
129,he did,1,208
129,how they,1,208
129,humor department,1,208
129,humor you,1,208
129,i definitely,1,208
129,i didn't,1,208
129,i don't,1,208
129,i have,1,208
129,i mean,1,208
129,i think,1,208
129,i will,1,208
129,is a,1,208
129,is actually,1,208
129,is definitely,1,208
129,is found,1,208
129,is right,1,208
129,is similar,1,208
129,is the,1,208
129,it actually,1,208
129,it still,1,208
129,job of,1,208
129,just a,1,208
129,laughed at,1,208
129,like ebert,1,208
129,lot of,1,208
129,mean i,1,208
129,most movies,1,208
129,movie and,1,208
129,movie but,1,208
129,movie contains,1,208
129,movie i,1,208
129,movie if,1,208
129,movie is,1,208
129,movie it,1,208
129,movie that,1,208
129,movie was,1,208
129,movie yea,1,208
129,movies but,1,208
129,movies that,1,208
129,need a,1,208
129,nothing to,1,208
129,of humor,1,208
129,of people,1,208
129,of portraying,1,208
129,of t,1,208
129,of the,1,208
129,of this,1,208
129,on i,1,208
129,on most,1,208
129,one of,1,208
129,or you,1,208
129,out about,1,208
129,out there,1,208
129,people are,1,208
129,person that,1,208
129,point if,1,208
129,portraying the,1,208
129,pretty good,1,208
129,really good,1,208
129,really like,1,208
129,review of,1,208
129,right on,1,208
129,roeper's review,1,208
129,said about,1,208
129,see a,1,208
129,see any,1,208
129,seen this,1,208
129,similar to,1,208
129,something to,1,208
129,steve did,1,208
129,still funny,1,208
129,still pretty,1,208
129,still suggests,1,208
129,story that,1,208
129,suggests that,1,208
129,sure you,1,208
129,t a,1,208
129,that ebert,1,208
129,that he,1,208
129,that it,1,208
129,that these,1,208
129,that you,1,208
129,the best,1,208
129,the day,1,208
129,the humor,1,208
129,the person,1,208
129,there is,1,208
129,there there,1,208
129,these type,1,208
129,they treat,1,208
129,think that,1,208
129,think this,1,208
129,this to,1,208
129,this year,1,208
129,to anchorman,1,208
129,to do,1,208
129,to see,1,208
129,treat virginity,1,208
129,type of,1,208
129,virginity in,1,208
129,wait steve,1,208
129,was one,1,208
129,well put,1,208
129,when it,1,208
129,whole bunch,1,208
129,will agree,1,208
129,will be,1,208
129,will find,1,208
129,wonderful job,1,208
129,yea sure,1,208
129,year i,1,208
129,yet it,1,208
129,you are,1,208
129,you get,1,208
129,you have,1,208
129,you need,1,208
129,you wait,1,208
176,7 or,1,284
176,8 bucks,1,284
176,a fifth,1,284
176,a lot,1,284
176,a movie,1,284
176,a negative,1,284
176,a scuffle,1,284
176,a shoebox,1,284
176,a studio,1,284
176,a zero,1,284
176,actual one,1,284
176,advancing age,1,284
176,age there,1,284
176,all time,1,284
176,an actual,1,284
176,and at,1,284
176,and finished,1,284
176,and kills,1,284
176,and make,1,284
176,and senility,1,284
176,and shoots,1,284
176,anyway i,1,284
176,appeared to,1,284
176,are so,1,284
176,as plan,1,284
176,as the,1,284
176,as when,1,284
176,at least,1,284
176,bad my,1,284
176,bad they're,1,284
176,be if,1,284
176,be incriminated,1,284
176,be made,1,284
176,be rated,1,284
176,be the,1,284
176,be worse,1,284
176,been reloaded,1,284
176,boxes a,1,284
176,bucks for,1,284
176,but thankfully,1,284
176,c diorama,1,284
176,can cinematographer,1,284
176,can't a,1,284
176,can't remember,1,284
176,cans of,1,284
176,cardboard and,1,284
176,cardboard boxes,1,284
176,cellar of,1,284
176,cheap i'd,1,284
176,company or,1,284
176,contained unforgivable,1,284
176,copy only,1,284
176,credits i,1,284
176,definitely ranks,1,284
176,diorama set,1,284
176,dungeon and,1,284
176,dvd copy,1,284
176,effects looked,1,284
176,escaping victim,1,284
176,even a,1,284
176,fast forward,1,284
176,fifth grader's,1,284
176,film in,1,284
176,finished with,1,284
176,flintlock and,1,284
176,for dungeon,1,284
176,for manipulator,1,284
176,for that,1,284
176,for the,1,284
176,fortunately for,1,284
176,forward through,1,284
176,from outer,1,284
176,fun to,1,284
176,gaffs such,1,284
176,garage and,1,284
176,gets into,1,284
176,grader's c,1,284
176,guess no,1,284
176,guess when,1,284
176,gun having,1,284
176,had name,1,284
176,had to,1,284
176,harrow or,1,284
176,have 7,1,284
176,have ever,1,284
176,have to,1,284
176,having been,1,284
176,he then,1,284
176,him with,1,284
176,his escaping,1,284
176,his flintlock,1,284
176,his servant,1,284
176,hollywood leading,1,284
176,horrible sacrileges,1,284
176,horror might,1,284
176,i can't,1,284
176,i had,1,284
176,i have,1,284
176,i would,1,284
176,i'd have,1,284
176,i'm kind,1,284
176,i've ever,1,284
176,i've seen,1,284
176,if someone,1,284
176,immediately gets,1,284
176,in a,1,284
176,in my,1,284
176,in your,1,284
176,incriminated though,1,284
176,indiscretions of,1,284
176,into a,1,284
176,is not,1,284
176,isn't needed,1,284
176,it fortunately,1,284
176,it without,1,284
176,kills his,1,284
176,kind of,1,284
176,leading man,1,284
176,least ten,1,284
176,like a,1,284
176,looked like,1,284
176,lot of,1,284
176,made with,1,284
176,make sets,1,284
176,man mickey,1,284
176,manipulator for,1,284
176,manipulator phil,1,284
176,manipulator the,1,284
176,marquis shoots,1,284
176,matter would,1,284
176,may be,1,284
176,mickey rooney,1,284
176,might be,1,284
176,movie be,1,284
176,movie contained,1,284
176,movie definitely,1,284
176,movie i,1,284
176,movie i've,1,284
176,movie was,1,284
176,movies i've,1,284
176,movies such,1,284
176,movies with,1,284
176,my advancing,1,284
176,my cellar,1,284
176,my dvd,1,284
176,my youth,1,284
176,name credits,1,284
176,needed this,1,284
176,negative number,1,284
176,never out,1,284
176,nine from,1,284
176,no company,1,284
176,not one,1,284
176,number some,1,284
176,of all,1,284
176,of anyway,1,284
176,of cardboard,1,284
176,of cheap,1,284
176,of harrow,1,284
176,of horror,1,284
176,of it,1,284
176,of spray,1,284
176,of the,1,284
176,one the,1,284
176,one time,1,284
176,only had,1,284
176,only time,1,284
176,or 8,1,284
176,or even,1,284
176,or studio,1,284
176,or the,1,284
176,outer space,1,284
176,paint the,1,284
176,pay you,1,284
176,phil the,1,284
176,plan nine,1,284
176,ranks in,1,284
176,rated a,1,284
176,recommend watching,1,284
176,reloaded this,1,284
176,remember them,1,284
176,rooney the,1,284
176,sacrileges as,1,284
176,scuffle with,1,284
176,seen but,1,284
176,seen some,1,284
176,seen with,1,284
176,senility of,1,284
176,servant he,1,284
176,set in,1,284
176,sets appeared,1,284
176,sets out,1,284
176,shoebox the,1,284
176,shoots and,1,284
176,shoots him,1,284
176,some movies,1,284
176,some of,1,284
176,someone were,1,284
176,space are,1,284
176,special effects,1,284
176,spray paint,1,284
176,studio isn't,1,284
176,studio wanted,1,284
176,such horrible,1,284
176,takes his,1,284
176,ten for,1,284
176,thankfully i,1,284
176,that matter,1,284
176,the can,1,284
176,the gun,1,284
176,the indiscretions,1,284
176,the marquis,1,284
176,the movie,1,284
176,the never,1,284
176,the only,1,284
176,the sets,1,284
176,the special,1,284
176,them the,1,284
176,then immediately,1,284
176,there may,1,284
176,they're fun,1,284
176,this is,1,284
176,though i,1,284
176,through a,1,284
176,time hollywood,1,284
176,time i,1,284
176,time worst,1,284
176,to fast,1,284
176,to have,1,284
176,to pay,1,284
176,to watch,1,284
176,unforgivable gaffs,1,284
176,victim who,1,284
176,wanted to,1,284
176,was so,1,284
176,watch this,1,284
176,watching the,1,284
176,were to,1,284
176,when the,1,284
176,when you,1,284
176,who takes,1,284
176,why can't,1,284
176,with an,1,284
176,with cans,1,284
176,with cardboard,1,284
176,with his,1,284
176,with it,1,284
176,with such,1,284
176,without the,1,284
176,worse movies,1,284
176,worst movies,1,284
176,would be,1,284
176,would recommend,1,284
176,you film,1,284
176,you i'm,1,284
176,your garage,1,284
176,youth and,1,284
176,zero or,1,284
182,a big,1,125
182,a child,1,125
182,a down,1,125
182,action caper,1,125
182,action is,1,125
182,action star,1,125
182,also co,1,125
182,and cool,1,125
182,and is,1,125
182,and murder,1,125
182,and not,1,125
182,and out,1,125
182,and the,1,125
182,approaching the,1,125
182,as i,1,125
182,big case,1,125
182,black mail,1,125
182,but as,1,125
182,caper this,1,125
182,career when,1,125
182,case that,1,125
182,characters it,1,125
182,cheesy and,1,125
182,child but,1,125
182,co stars,1,125
182,cool characters,1,125
182,cop who,1,125
182,corruption black,1,125
182,delivers in,1,125
182,dialog and,1,125
182,down and,1,125
182,end of,1,125
182,enjoyed this,1,125
182,exciting with,1,125
182,film and,1,125
182,film as,1,125
182,film is,1,125
182,finish fong,1,125
182,fong as,1,125
182,fong delivers,1,125
182,from start,1,125
182,good i,1,125
182,got older,1,125
182,has one,1,125
182,he stumbles,1,125
182,his career,1,125
182,i got,1,125
182,i realized,1,125
182,i really,1,125
182,i would,1,125
182,in this,1,125
182,involves corruption,1,125
182,is approaching,1,125
182,is pretty,1,125
182,is where,1,125
182,it has,1,125
182,killings start,1,125
182,leo fong,1,125
182,life the,1,125
182,mail and,1,125
182,most moving,1,125
182,movie also,1,125
182,movie is,1,125
182,movie start,1,125
182,moving stories,1,125
182,murder this,1,125
182,must see,1,125
182,not recommend,1,125
182,not very,1,125
182,of his,1,125
182,of the,1,125
182,off with,1,125
182,older i,1,125
182,on to,1,125
182,one of,1,125
182,original dialog,1,125
182,out cop,1,125
182,pretty cheesy,1,125
182,realized that,1,125
182,really enjoyed,1,125
182,recommend this,1,125
182,richard roundtree,1,125
182,see action,1,125
182,star leo,1,125
182,stars richard,1,125
182,start finish,1,125
182,start from,1,125
182,start off,1,125
182,stories and,1,125
182,stumbles on,1,125
182,that involves,1,125
182,that this,1,125
182,the action,1,125
182,the end,1,125
182,the killings,1,125
182,the most,1,125
182,the movie,1,125
182,this is,1,125
182,this must,1,125
182,to a,1,125
182,to life,1,125
182,true to,1,125
182,very bad,1,125
182,very good,1,125
182,very true,1,125
182,very very,1,125
182,very violent,1,125
182,violent yet,1,125
182,when he,1,125
182,where the,1,125
182,who is,1,125
182,with action,1,125
182,with original,1,125
182,would not,1,125
182,yet exciting,1,125
185,a lukewarm,1,66
185,a serious,1,66
185,a very,1,66
185,and muddling,1,66
185,angst for,1,66
185,appeal to,1,66
185,at best,1,66
185,attempts to,1,66
185,be a,1,66
185,best which,1,66
185,biopic while,1,66
185,boxing and,1,66
185,boxing fans,1,66
185,corrupt sport,1,66
185,effect fast,1,66
185,esoterics of,1,66
185,even remotely,1,66
185,fast forwarding,1,66
185,for effect,1,66
185,for tv,1,66
185,forwarding through,1,66
185,general public,1,66
185,interesting a,1,66
185,is the,1,66
185,likely to,1,66
185,lukewarm watch,1,66
185,made for,1,66
185,makes tyson,1,66
185,moments of,1,66
185,more likely,1,66
185,muddling the,1,66
185,of angst,1,66
185,of boxing,1,66
185,of the,1,66
185,only thing,1,66
185,ordinary made,1,66
185,product tyson,1,66
185,public than,1,66
185,remotely interesting,1,66
185,sensationalistic stuff,1,66
185,serious biopic,1,66
185,sport of,1,66
185,stretching the,1,66
185,stuff which,1,66
185,than to,1,66
185,the corrupt,1,66
185,the esoterics,1,66
185,the general,1,66
185,the moments,1,66
185,the only,1,66
185,the sensationalistic,1,66
185,thing which,1,66
185,through the,1,66
185,to appeal,1,66
185,to be,1,66
185,to boxing,1,66
185,to the,1,66
185,tv product,1,66
185,tyson attempts,1,66
185,tyson even,1,66
185,very ordinary,1,66
185,watch at,1,66
185,which is,1,66
185,which makes,1,66
185,which more,1,66
185,while stretching,1,66
186,10 minutes,1,278
186,90 minutes,1,278
186,a cliché,1,278
186,a load,1,278
186,a lousy,1,278
186,a serious,1,278
186,a smarmy,1,278
186,a time,1,278
186,a total,1,278
186,a whale,1,278
186,a wrestler,1,278
186,about 10,1,278
186,about every,1,278
186,about to,1,278
186,absolutely hilarious,1,278
186,acting and,1,278
186,actor in,1,278
186,actor was,1,278
186,actually in,1,278
186,again jack,1,278
186,ago when,1,278
186,all it's,1,278
186,an aneurism,1,278
186,and direction,1,278
186,and for,1,278
186,and hammer,1,278
186,and i'm,1,278
186,and really,1,278
186,and this,1,278
186,and you'd,1,278
186,aneurism it,1,278
186,anything with,1,278
186,at all,1,278
186,at the,1,278
186,barely managed,1,278
186,be funny,1,278
186,be really,1,278
186,becoming a,1,278
186,before they,1,278
186,black's earlier,1,278
186,blacks mind,1,278
186,bored stupid,1,278
186,but come,1,278
186,but it,1,278
186,but no,1,278
186,but though,1,278
186,can tell,1,278
186,character of,1,278
186,characters and,1,278
186,cliché but,1,278
186,come on,1,278
186,come round,1,278
186,crappy characters,1,278
186,d right,1,278
186,deep in,1,278
186,destiny but,1,278
186,didn't 90,1,278
186,direction you'll,1,278
186,do this,1,278
186,doesn't i,1,278
186,dreams of,1,278
186,earlier movies,1,278
186,early pap,1,278
186,embarrassed that,1,278
186,endless moments,1,278
186,enjoyed some,1,278
186,even some,1,278
186,ever seen,1,278
186,every single,1,278
186,famous and,1,278
186,fave actor,1,278
186,film has,1,278
186,for so,1,278
186,forward to,1,278
186,friar with,1,278
186,from before,1,278
186,from tenacious,1,278
186,funny and,1,278
186,funny is,1,278
186,give you,1,278
186,gonna have,1,278
186,guy from,1,278
186,hall and,1,278
186,hammer your,1,278
186,hammin it,1,278
186,happen but,1,278
186,has nothing,1,278
186,have to,1,278
186,having a,1,278
186,hilarious but,1,278
186,i just,1,278
186,i know,1,278
186,i was,1,278
186,i'd barely,1,278
186,i'm gonna,1,278
186,i'm really,1,278
186,i'm sure,1,278
186,i've enjoyed,1,278
186,i've ever,1,278
186,if you,1,278
186,in but,1,278
186,in it,1,278
186,in just,1,278
186,in such,1,278
186,in the,1,278
186,is a,1,278
186,is absolutely,1,278
186,is one,1,278
186,is surely,1,278
186,is the,1,278
186,isn't you,1,278
186,it didn't,1,278
186,it even,1,278
186,it isn't,1,278
186,it just,1,278
186,it up,1,278
186,it was,1,278
186,it would,1,278
186,jack black's,1,278
186,jack blacks,1,278
186,jack i'm,1,278
186,jacks having,1,278
186,just about,1,278
186,just doesn't,1,278
186,just sat,1,278
186,kneecaps or,1,278
186,know it's,1,278
186,later i'd,1,278
186,least give,1,278
186,libre is,1,278
186,like remember,1,278
186,like shallow,1,278
186,like that,1,278
186,load of,1,278
186,looking forward,1,278
186,lousy script,1,278
186,man if,1,278
186,managed to,1,278
186,many reasons,1,278
186,mexican friar,1,278
186,mind the,1,278
186,minutes in,1,278
186,minutes later,1,278
186,misfire in,1,278
186,moments where,1,278
186,most of,1,278
186,movie is,1,278
186,movie thinking,1,278
186,movies i've,1,278
186,movies like,1,278
186,nacho libre,1,278
186,naff acting,1,278
186,no it,1,278
186,nothing to,1,278
186,of a,1,278
186,of becoming,1,278
186,of destiny,1,278
186,of nacho,1,278
186,of plop,1,278
186,of their,1,278
186,off an,1,278
186,offer at,1,278
186,ol jacks,1,278
186,on man,1,278
186,one of,1,278
186,or something,1,278
186,pap from,1,278
186,pick of,1,278
186,pick up,1,278
186,playing a,1,278
186,plop yeah,1,278
186,really early,1,278
186,really embarrassed,1,278
186,really looking,1,278
186,really naff,1,278
186,recesses of,1,278
186,remember years,1,278
186,right the,1,278
186,round there,1,278
186,said actor,1,278
186,sat there,1,278
186,script with,1,278
186,see anything,1,278
186,seeing pick,1,278
186,seen and,1,278
186,serious talking,1,278
186,shallow hall,1,278
186,single department,1,278
186,slimy mexican,1,278
186,smarmy slimy,1,278
186,so many,1,278
186,something at,1,278
186,something funny,1,278
186,stave off,1,278
186,stupid about,1,278
186,such a,1,278
186,supposed to,1,278
186,sure deep,1,278
186,surely about,1,278
186,surely pick,1,278
186,talking to,1,278
186,tell ol,1,278
186,tenacious d,1,278
186,that painful,1,278
186,that said,1,278
186,the character,1,278
186,the guy,1,278
186,the least,1,278
186,the movie,1,278
186,the recesses,1,278
186,the truth,1,278
186,the worst,1,278
186,their really,1,278
186,there and,1,278
186,there through,1,278
186,they were,1,278
186,think something,1,278
186,thinking is,1,278
186,this film,1,278
186,this movie,1,278
186,this supposed,1,278
186,this to,1,278
186,though it,1,278
186,through most,1,278
186,time hammin,1,278
186,to be,1,278
186,to come,1,278
186,to happen,1,278
186,to offer,1,278
186,to seeing,1,278
186,to stave,1,278
186,to us,1,278
186,total misfire,1,278
186,truth is,1,278
186,up it,1,278
186,up playing,1,278
186,us again,1,278
186,was actually,1,278
186,was bored,1,278
186,was that,1,278
186,watch endless,1,278
186,were famous,1,278
186,whale of,1,278
186,when you'd,1,278
186,where you,1,278
186,with crappy,1,278
186,with dreams,1,278
186,with your,1,278
186,worst movies,1,278
186,would surely,1,278
186,wrestler but,1,278
186,yeah it's,1,278
186,years ago,1,278
186,you a,1,278
186,you can,1,278
186,you do,1,278
186,you think,1,278
186,you'd be,1,278
186,you'd see,1,278
186,you'll watch,1,278
186,your fave,1,278
186,your kneecaps,1,278
199,1970 s,1,495
199,a bit,1,495
199,a dress,1,495
199,a hoot,1,495
199,a risky,1,495
199,a similar,1,495
199,a work,1,495
199,a year,1,495
199,accuracy in,1,495
199,action adventure,1,495
199,actor of,1,495
199,actually quite,1,495
199,adventure and,1,495
199,all into,1,495
199,along with,1,495
199,america so,1,495
199,an awful,1,495
199,an unresolved,1,495
199,and enjoy,1,495
199,and flamboyance,1,495
199,and his,1,495
199,and it's,1,495
199,and not,1,495
199,and olivia,1,495
199,and one,1,495
199,and romance,1,495
199,and subsequent,1,495
199,another favorite,1,495
199,arch rival,1,495
199,arrival at,1,495
199,arrogance and,1,495
199,arthur kennedy,1,495
199,as evident,1,495
199,as for,1,495
199,as he,1,495
199,as if,1,495
199,as in,1,495
199,aside the,1,495
199,at it,1,495
199,at the,1,495
199,at west,1,495
199,attention of,1,495
199,away on,1,495
199,away the,1,495
199,awful lot,1,495
199,bacon and,1,495
199,battle along,1,495
199,been moreland,1,495
199,before in,1,495
199,before riding,1,495
199,best insight,1,495
199,better take,1,495
199,beyond that,1,495
199,big man,1,495
199,bit over,1,495
199,board the,1,495
199,book and,1,495
199,both in,1,495
199,both vying,1,495
199,business venture,1,495
199,but it,1,495
199,but mcdaniel,1,495
199,by sharp,1,495
199,callie hattie,1,495
199,casting match,1,495
199,character actor,1,495
199,character of,1,495
199,character when,1,495
199,civil war,1,495
199,close to,1,495
199,come close,1,495
199,comedy as,1,495
199,confrontation with,1,495
199,consider custer's,1,495
199,course of,1,495
199,custer in,1,495
199,custer persevered,1,495
199,custer that,1,495
199,custer's arrival,1,495
199,custer's character,1,495
199,custer's first,1,495
199,custer's last,1,495
199,declared that,1,495
199,dependent on,1,495
199,depiction of,1,495
199,developed over,1,495
199,discipline he,1,495
199,do when,1,495
199,does in,1,495
199,doesn't come,1,495
199,doesn't pass,1,495
199,dress with,1,495
199,earlier a,1,495
199,earlier he,1,495
199,encounters that,1,495
199,enjoy the,1,495
199,entertaining it's,1,495
199,entirely dependent,1,495
199,era with,1,495
199,errol flynn,1,495
199,evident but,1,495
199,evident on,1,495
199,favorite character,1,495
199,fe trail,1,495
199,fiction i,1,495
199,film is,1,495
199,film play,1,495
199,film reagan,1,495
199,films but,1,495
199,final confrontation,1,495
199,first head,1,495
199,first meeting,1,495
199,flamboyance into,1,495
199,flynn and,1,495
199,flynn it's,1,495
199,flynn's portrayal,1,495
199,for comedy,1,495
199,for flynn,1,495
199,for me,1,495
199,for one,1,495
199,forties mantan,1,495
199,from the,1,495
199,full military,1,495
199,gamble it,1,495
199,general custer,1,495
199,get beyond,1,495
199,given us,1,495
199,glory was,1,495
199,glory with,1,495
199,good name,1,495
199,got action,1,495
199,gotten them,1,495
199,guess there's,1,495
199,had for,1,495
199,hadn't noticed,1,495
199,hamming it,1,495
199,hard to,1,495
199,hattie mcdaniel,1,495
199,have been,1,495
199,have given,1,495
199,have gotten,1,495
199,he declared,1,495
199,he developed,1,495
199,he does,1,495
199,he led,1,495
199,he portrayed,1,495
199,he stated,1,495
199,head scratcher,1,495
199,headquarters probably,1,495
199,hell or,1,495
199,here it's,1,495
199,here though,1,495
199,hero in,1,495
199,him up,1,495
199,his good,1,495
199,his loyalty,1,495
199,historical perspective,1,495
199,history book,1,495
199,history of,1,495
199,history remembers,1,495
199,hoot too,1,495
199,horn and,1,495
199,horn in,1,495
199,hour plus,1,495
199,how you,1,495
199,hundred percent,1,495
199,i guess,1,495
199,i hadn't,1,495
199,if it,1,495
199,if you,1,495
199,in 1970,1,495
199,in a,1,495
199,in battle,1,495
199,in custer's,1,495
199,in flynn's,1,495
199,in full,1,495
199,in here,1,495
199,in mind,1,495
199,in one,1,495
199,in other,1,495
199,in santa,1,495
199,in that,1,495
199,in their,1,495
199,in this,1,495
199,in trouble,1,495
199,include tea,1,495
199,insight of,1,495
199,interesting to,1,495
199,into custer's,1,495
199,ironically a,1,495
199,is actually,1,495
199,is probably,1,495
199,it away,1,495
199,it before,1,495
199,it doesn't,1,495
199,it looked,1,495
199,it might,1,495
199,it this,1,495
199,it up,1,495
199,it were,1,495
199,it's got,1,495
199,it's interesting,1,495
199,it's more,1,495
199,it's prominence,1,495
199,it's your,1,495
199,j.e.b stuart,1,495
199,joke by,1,495
199,just before,1,495
199,just say,1,495
199,keep rigid,1,495
199,kennedy putting,1,495
199,know i,1,495
199,know that's,1,495
199,last stand,1,495
199,lead roles,1,495
199,led in,1,495
199,let's just,1,495
199,libby bacon,1,495
199,like it,1,495
199,look at,1,495
199,look for,1,495
199,looked like,1,495
199,lot to,1,495
199,loyalty to,1,495
199,maintain his,1,495
199,major's headquarters,1,495
199,man let's,1,495
199,manner in,1,495
199,mantan moreland,1,495
199,match ups,1,495
199,matter how,1,495
199,mcdaniel i,1,495
199,mcdaniel reminded,1,495
199,me an,1,495
199,me was,1,495
199,meeting with,1,495
199,men he,1,495
199,military film,1,495
199,military hero,1,495
199,military regalia,1,495
199,mind the,1,495
199,mine from,1,495
199,more than,1,495
199,moreland hamming,1,495
199,moreland so,1,495
199,most poignant,1,495
199,much so,1,495
199,mulligan's take,1,495
199,muster with,1,495
199,name and,1,495
199,need only,1,495
199,no matter,1,495
199,none of,1,495
199,none other,1,495
199,not gamble,1,495
199,note that,1,495
199,noticed it,1,495
199,of all,1,495
199,of another,1,495
199,of custer,1,495
199,of fiction,1,495
199,of general,1,495
199,of it,1,495
199,of mine,1,495
199,of none,1,495
199,of post,1,495
199,of richard,1,495
199,of scenes,1,495
199,of view,1,495
199,on a,1,495
199,on one's,1,495
199,on the,1,495
199,on this,1,495
199,one hundred,1,495
199,one need,1,495
199,one of,1,495
199,one scene,1,495
199,one was,1,495
199,one's point,1,495
199,only put,1,495
199,opposite ronald,1,495
199,or glory,1,495
199,other films,1,495
199,other than,1,495
199,out of,1,495
199,owl scene,1,495
199,pass muster,1,495
199,percent accuracy,1,495
199,persevered to,1,495
199,perspective out,1,495
199,picture doesn't,1,495
199,picture had,1,495
199,picture no,1,495
199,picture's two,1,495
199,play for,1,495
199,plus run,1,495
199,poignant was,1,495
199,point is,1,495
199,point of,1,495
199,portrayal here,1,495
199,portrayed j.e.b,1,495
199,post civil,1,495
199,practical joke,1,495
199,premiere casting,1,495
199,probably should,1,495
199,probably the,1,495
199,prominence in,1,495
199,purists who,1,495
199,put aside,1,495
199,put none,1,495
199,putting him,1,495
199,quandary with,1,495
199,quite entertaining,1,495
199,reader callie,1,495
199,reagan put,1,495
199,reagan's depiction,1,495
199,regalia the,1,495
199,remark might,1,495
199,remembers while,1,495
199,reminded me,1,495
199,richard mulligan's,1,495
199,riding into,1,495
199,riding up,1,495
199,rigid historical,1,495
199,risky business,1,495
199,rival sharp,1,495
199,roles as,1,495
199,romance and,1,495
199,ronald reagan's,1,495
199,run time,1,495
199,s little,1,495
199,santa fe,1,495
199,say that,1,495
199,scene it,1,495
199,scene was,1,495
199,scenes in,1,495
199,scratcher riding,1,495
199,sharp arthur,1,495
199,sharp just,1,495
199,should have,1,495
199,similar remark,1,495
199,so i,1,495
199,so much,1,495
199,so that,1,495
